Payment_Type,Amount,Vendor_Type,PAN_Available,TDS_Section,TDS_Rate,TDS_Amount
Professional,165715,Company,Yes,194J,10,16571.5
Salary,87325,Employee,Yes,192,5,4366.25
Contractor,226556,Company,No,194C,20,45311.2
Rent,204296,Individual,Yes,194I,10,20429.6
Salary,416575,Employee,No,192,20,83315.0
Rent,317547,Company,Yes,194I,10,31754.7
Professional,335932,Individual,No,194J,20,67186.4
Salary,347838,Employee,Yes,192,5,17391.9
Rent,155619,Individual,No,194I,20,31123.8
Salary,63752,Employee,No,192,20,12750.4
Salary,408593,Employee,No,192,20,81718.6
Salary,336756,Employee,Yes,192,10,33675.6
Professional,404650,Company,No,194J,20,80930.0
Professional,157429,Individual,No,194J,20,31485.8
Interest,223329,Company,No,194A,20,44665.8
Salary,473471,Employee,Yes,192,5,23673.55
Interest,288578,Individual,No,194A,20,57715.6
Interest,299949,Individual,No,194A,20,59989.8
Salary,281889,Employee,Yes,192,5,14094.45
Salary,282054,Employee,Yes,192,20,56410.8
Professional,347459,Company,No,194J,20,69491.8
Professional,323253,Company,No,194J,20,64650.6
Salary,284766,Employee,Yes,192,5,14238.3
Professional,96231,Company,No,194J,20,19246.2
Contractor,55237,Company,No,194C,20,11047.4
Professional,25410,Company,Yes,194J,10,2541.0
Contractor,188874,Company,No,194C,20,37774.8
Rent,433895,Individual,No,194I,20,86779.0
Professional,296042,Company,Yes,194J,10,29604.2
Rent,26145,Company,Yes,194I,10,2614.5
Rent,301015,Company,Yes,194I,10,30101.5
Professional,470757,Individual,No,194J,20,94151.4
Professional,379326,Company,Yes,194J,10,37932.6
Interest,39098,Individual,No,194A,20,7819.6
Salary,23586,Employee,No,192,20,4717.2
Rent,425961,Company,Yes,194I,10,42596.1
Professional,98776,Company,No,194J,20,19755.2
Rent,26166,Individual,Yes,194I,10,2616.6
Rent,282714,Company,Yes,194I,10,28271.4
Salary,221419,Employee,Yes,192,10,22141.9
Salary,293949,Employee,Yes,192,5,14697.45
Salary,196519,Employee,No,192,20,39303.8
Professional,446935,Individual,Yes,194J,10,44693.5
Professional,496338,Company,No,194J,20,99267.6
Rent,49033,Company,Yes,194I,10,4903.3
Salary,296736,Employee,Yes,192,30,89020.8
Rent,349362,Company,No,194I,20,69872.4
Salary,444647,Employee,No,192,20,88929.4
Interest,346259,Individual,Yes,194A,10,34625.9
Rent,277995,Individual,Yes,194I,10,27799.5
Professional,365627,Individual,Yes,194J,10,36562.7
Salary,300460,Employee,No,192,20,60092.0
Interest,485838,Individual,No,194A,20,97167.6
Interest,273270,Company,No,194A,20,54654.0
Rent,426534,Individual,Yes,194I,10,42653.4
Professional,283495,Individual,Yes,194J,10,28349.5
Interest,50380,Company,No,194A,20,10076.0
Professional,381836,Company,Yes,194J,10,38183.6
Salary,395013,Employee,Yes,192,20,79002.6
Rent,184700,Company,No,194I,20,36940.0
Professional,321834,Company,Yes,194J,10,32183.4
Interest,468040,Individual,No,194A,20,93608.0
Interest,193622,Individual,No,194A,20,38724.4
Rent,497679,Individual,No,194I,20,99535.8
Contractor,92818,Individual,No,194C,20,18563.6
Contractor,143747,Company,Yes,194C,2,2874.94
Rent,330314,Company,Yes,194I,10,33031.4
Salary,163439,Employee,Yes,192,20,32687.8
Interest,165351,Company,Yes,194A,10,16535.1
Salary,394314,Employee,Yes,192,10,39431.4
Professional,350630,Individual,Yes,194J,10,35063.0
Salary,484759,Employee,No,192,20,96951.8
Rent,469858,Company,No,194I,20,93971.6
Interest,412389,Company,No,194A,20,82477.8
Salary,419175,Employee,Yes,192,5,20958.75
Contractor,357462,Company,Yes,194C,1,3574.62
Interest,244614,Individual,No,194A,20,48922.8
Interest,84884,Company,No,194A,20,16976.8
Salary,178035,Employee,Yes,192,20,35607.0
Contractor,145967,Individual,Yes,194C,1,1459.67
Professional,449461,Company,Yes,194J,10,44946.1
Salary,40294,Employee,Yes,192,20,8058.8
Salary,247035,Employee,Yes,192,20,49407.0
Contractor,214319,Individual,Yes,194C,2,4286.38
Rent,156910,Individual,No,194I,20,31382.0
Rent,352646,Company,No,194I,20,70529.2
Rent,405167,Individual,Yes,194I,10,40516.7
Contractor,179480,Company,Yes,194C,1,1794.8
Rent,74751,Company,Yes,194I,10,7475.1
Rent,101326,Company,Yes,194I,10,10132.6
Professional,456287,Company,No,194J,20,91257.4
Salary,162481,Employee,No,192,20,32496.2
Contractor,396254,Company,No,194C,20,79250.8
Salary,176577,Employee,Yes,192,30,52973.1
Contractor,81162,Company,Yes,194C,2,1623.24
Professional,76641,Individual,No,194J,20,15328.2
Professional,113225,Company,No,194J,20,22645.0
Interest,215385,Company,Yes,194A,10,21538.5
Professional,482282,Individual,Yes,194J,10,48228.2
Salary,312961,Employee,Yes,192,30,93888.3
Contractor,148200,Individual,No,194C,20,29640.0
Professional,381085,Company,Yes,194J,10,38108.5
Contractor,374156,Company,Yes,194C,2,7483.12
Salary,349113,Employee,Yes,192,5,17455.65
Salary,345396,Employee,No,192,20,69079.2
Rent,352389,Individual,Yes,194I,10,35238.9
Professional,240973,Company,No,194J,20,48194.6
Professional,493905,Individual,No,194J,20,98781.0
Interest,333766,Individual,No,194A,20,66753.2
Interest,332856,Individual,Yes,194A,10,33285.6
Rent,367904,Company,Yes,194I,10,36790.4
Interest,152286,Individual,Yes,194A,10,15228.6
Rent,138557,Individual,No,194I,20,27711.4
Rent,97632,Company,Yes,194I,10,9763.2
Salary,315599,Employee,No,192,20,63119.8
Interest,429260,Individual,No,194A,20,85852.0
Interest,82213,Individual,Yes,194A,10,8221.3
Interest,216798,Company,No,194A,20,43359.6
Rent,303513,Individual,Yes,194I,10,30351.3
Salary,396994,Employee,No,192,20,79398.8
Professional,295369,Individual,No,194J,20,59073.8
Interest,251403,Individual,No,194A,20,50280.6
Rent,195700,Company,No,194I,20,39140.0
Interest,484357,Company,No,194A,20,96871.4
Salary,338202,Employee,Yes,192,5,16910.1
Professional,464557,Individual,Yes,194J,10,46455.7
Contractor,262047,Individual,No,194C,20,52409.4
Rent,396127,Individual,Yes,194I,10,39612.7
Rent,135869,Company,Yes,194I,10,13586.9
Interest,435233,Company,Yes,194A,10,43523.3
Salary,81759,Employee,No,192,20,16351.8
Contractor,39932,Individual,Yes,194C,1,399.32
Rent,353038,Company,Yes,194I,10,35303.8
Salary,299958,Employee,No,192,20,59991.6
Professional,359894,Company,No,194J,20,71978.8
Salary,234310,Employee,Yes,192,20,46862.0
Salary,252076,Employee,Yes,192,30,75622.8
Salary,43383,Employee,Yes,192,5,2169.15
Salary,295253,Employee,Yes,192,10,29525.3
Rent,172186,Company,No,194I,20,34437.2
Contractor,102215,Company,Yes,194C,1,1022.15
Interest,184503,Individual,No,194A,20,36900.6
Rent,450370,Company,No,194I,20,90074.0
Salary,118598,Employee,Yes,192,10,11859.8
Professional,365118,Company,No,194J,20,73023.6
Professional,32502,Company,Yes,194J,10,3250.2
Contractor,344575,Individual,No,194C,20,68915.0
Professional,161335,Company,No,194J,20,32267.0
Rent,304598,Individual,No,194I,20,60919.6
Contractor,78466,Individual,Yes,194C,1,784.66
Salary,44058,Employee,No,192,20,8811.6
Salary,351798,Employee,No,192,20,70359.6
Interest,234286,Company,Yes,194A,10,23428.6
Professional,36172,Individual,Yes,194J,10,3617.2
Professional,405762,Company,Yes,194J,10,40576.2
Professional,63244,Company,Yes,194J,10,6324.4
Professional,482786,Company,Yes,194J,10,48278.6
Rent,272118,Company,No,194I,20,54423.6
Rent,235250,Individual,Yes,194I,10,23525.0
Rent,294369,Company,Yes,194I,10,29436.9
Salary,483819,Employee,Yes,192,20,96763.8
Professional,100944,Company,No,194J,20,20188.8
Rent,131502,Individual,Yes,194I,10,13150.2
Rent,102859,Company,No,194I,20,20571.8
Rent,461984,Individual,Yes,194I,10,46198.4
Professional,422238,Company,Yes,194J,10,42223.8
Rent,361470,Company,Yes,194I,10,36147.0
Professional,499328,Individual,No,194J,20,99865.6
Rent,24912,Company,Yes,194I,10,2491.2
Professional,274948,Individual,No,194J,20,54989.6
Salary,146571,Employee,No,192,20,29314.2
Interest,327008,Company,Yes,194A,10,32700.8
Salary,483965,Employee,Yes,192,20,96793.0
Professional,242316,Company,Yes,194J,10,24231.6
Professional,269892,Individual,No,194J,20,53978.4
Professional,468250,Individual,Yes,194J,10,46825.0
Professional,331622,Individual,Yes,194J,10,33162.2
Contractor,366562,Individual,No,194C,20,73312.4
Interest,401477,Company,No,194A,20,80295.4
Rent,404187,Company,No,194I,20,80837.4
Professional,437588,Individual,No,194J,20,87517.6
Salary,86192,Employee,Yes,192,20,17238.4
Salary,278928,Employee,No,192,20,55785.6
Salary,35892,Employee,Yes,192,30,10767.6
Interest,282855,Company,No,194A,20,56571.0
Salary,344418,Employee,Yes,192,30,103325.4
Interest,107749,Individual,No,194A,20,21549.8
Professional,66016,Company,No,194J,20,13203.2
Professional,417083,Individual,No,194J,20,83416.6
Salary,21723,Employee,Yes,192,5,1086.15
Interest,332017,Individual,No,194A,20,66403.4
Professional,27909,Individual,No,194J,20,5581.8
Interest,241794,Individual,No,194A,20,48358.8
Rent,279355,Individual,No,194I,20,55871.0
Salary,124691,Employee,No,192,20,24938.2
Salary,439488,Employee,No,192,20,87897.6
Contractor,195470,Company,Yes,194C,1,1954.7
Professional,312376,Company,No,194J,20,62475.2
Salary,250348,Employee,Yes,192,30,75104.4
Contractor,128652,Company,Yes,194C,1,1286.52
Salary,305617,Employee,Yes,192,5,15280.85
Interest,326216,Individual,Yes,194A,10,32621.6
Contractor,409162,Company,Yes,194C,2,8183.24
Rent,114977,Individual,No,194I,20,22995.4
Professional,353125,Individual,Yes,194J,10,35312.5
Contractor,51108,Company,No,194C,20,10221.6
Professional,288922,Individual,Yes,194J,10,28892.2
Salary,445284,Employee,Yes,192,20,89056.8
Interest,464861,Individual,No,194A,20,92972.2
Professional,419821,Company,Yes,194J,10,41982.1
Salary,69082,Employee,No,192,20,13816.4
Professional,87578,Individual,No,194J,20,17515.6
Professional,251247,Company,Yes,194J,10,25124.7
Salary,469065,Employee,Yes,192,20,93813.0
Professional,406802,Company,Yes,194J,10,40680.2
Salary,68048,Employee,No,192,20,13609.6
Professional,26372,Individual,Yes,194J,10,2637.2
Contractor,216699,Company,Yes,194C,1,2166.99
Professional,466074,Individual,No,194J,20,93214.8
Contractor,449621,Individual,Yes,194C,1,4496.21
Contractor,483839,Company,No,194C,20,96767.8
Rent,173359,Individual,Yes,194I,10,17335.9
Rent,105281,Individual,No,194I,20,21056.2
Professional,259686,Individual,Yes,194J,10,25968.6
Rent,151368,Individual,No,194I,20,30273.6
Salary,90891,Employee,No,192,20,18178.2
Rent,216106,Individual,No,194I,20,43221.2
Professional,463882,Individual,Yes,194J,10,46388.2
Professional,413592,Company,No,194J,20,82718.4
Interest,433276,Individual,Yes,194A,10,43327.6
Rent,151797,Individual,Yes,194I,10,15179.7
Professional,179362,Company,Yes,194J,10,17936.2
Salary,310219,Employee,Yes,192,10,31021.9
Interest,150609,Company,No,194A,20,30121.8
Salary,445279,Employee,Yes,192,10,44527.9
Contractor,92381,Company,No,194C,20,18476.2
Professional,187263,Individual,Yes,194J,10,18726.3
Professional,250984,Company,Yes,194J,10,25098.4
Contractor,96401,Individual,Yes,194C,1,964.01
Professional,135050,Individual,Yes,194J,10,13505.0
Rent,279945,Individual,No,194I,20,55989.0
Contractor,276562,Company,No,194C,20,55312.4
Contractor,394887,Individual,Yes,194C,2,7897.74
Professional,417328,Individual,No,194J,20,83465.6
Professional,449718,Company,No,194J,20,89943.6
Rent,370374,Company,No,194I,20,74074.8
Contractor,269022,Company,Yes,194C,1,2690.22
Rent,429755,Company,Yes,194I,10,42975.5
Salary,491113,Employee,No,192,20,98222.6
Rent,411200,Individual,No,194I,20,82240.0
Salary,365163,Employee,No,192,20,73032.6
Professional,469319,Company,No,194J,20,93863.8
Interest,79713,Individual,Yes,194A,10,7971.3
Rent,396661,Individual,Yes,194I,10,39666.1
Contractor,336658,Company,No,194C,20,67331.6
Interest,84833,Individual,No,194A,20,16966.6
Contractor,415407,Company,Yes,194C,1,4154.07
Salary,228640,Employee,Yes,192,20,45728.0
Rent,459975,Individual,No,194I,20,91995.0
Interest,45887,Company,Yes,194A,10,4588.7
Contractor,249279,Company,Yes,194C,1,2492.79
Contractor,476750,Company,No,194C,20,95350.0
Salary,254187,Employee,No,192,20,50837.4
Salary,264045,Employee,No,192,20,52809.0
Interest,23885,Individual,Yes,194A,10,2388.5
Professional,137910,Company,Yes,194J,10,13791.0
Professional,435459,Individual,Yes,194J,10,43545.9
Salary,292809,Employee,No,192,20,58561.8
Contractor,197953,Individual,No,194C,20,39590.6
Rent,277760,Company,Yes,194I,10,27776.0
Contractor,254099,Individual,No,194C,20,50819.8
Interest,162612,Individual,No,194A,20,32522.4
Salary,474291,Employee,Yes,192,30,142287.3
Contractor,278113,Company,Yes,194C,2,5562.26
Interest,168358,Company,Yes,194A,10,16835.8
Professional,102051,Individual,No,194J,20,20410.2
Interest,234715,Individual,No,194A,20,46943.0
Salary,235083,Employee,Yes,192,10,23508.3
Rent,405563,Company,Yes,194I,10,40556.3
Contractor,412621,Individual,No,194C,20,82524.2
Rent,127545,Individual,No,194I,20,25509.0
Interest,258029,Company,Yes,194A,10,25802.9
Contractor,123000,Company,No,194C,20,24600.0
Professional,455536,Individual,Yes,194J,10,45553.6
Interest,252943,Individual,No,194A,20,50588.6
Rent,282828,Company,Yes,194I,10,28282.8
Interest,69749,Company,No,194A,20,13949.8
Interest,145884,Company,No,194A,20,29176.8
Rent,260928,Individual,No,194I,20,52185.6
Professional,188765,Individual,Yes,194J,10,18876.5
Rent,50154,Company,No,194I,20,10030.8
Professional,86581,Company,No,194J,20,17316.2
Rent,31807,Individual,Yes,194I,10,3180.7
Contractor,269793,Company,Yes,194C,2,5395.86
Rent,322462,Company,No,194I,20,64492.4
Professional,443223,Company,Yes,194J,10,44322.3
Salary,458677,Employee,No,192,20,91735.4
Salary,378997,Employee,No,192,20,75799.4
Contractor,362497,Company,No,194C,20,72499.4
Interest,409599,Individual,No,194A,20,81919.8
Contractor,200613,Company,Yes,194C,1,2006.13
Rent,137873,Company,No,194I,20,27574.6
Rent,31025,Individual,No,194I,20,6205.0
Rent,195276,Company,Yes,194I,10,19527.6
Rent,288285,Company,No,194I,20,57657.0
Professional,77176,Individual,Yes,194J,10,7717.6
Professional,84063,Company,Yes,194J,10,8406.3
Professional,53066,Company,No,194J,20,10613.2
Professional,262432,Company,Yes,194J,10,26243.2
Professional,186269,Company,No,194J,20,37253.8
Contractor,154522,Company,Yes,194C,1,1545.22
Rent,455323,Company,Yes,194I,10,45532.3
Interest,239810,Individual,No,194A,20,47962.0
Interest,348132,Individual,Yes,194A,10,34813.2
Contractor,331373,Company,No,194C,20,66274.6
Interest,192052,Company,Yes,194A,10,19205.2
Interest,380140,Individual,Yes,194A,10,38014.0
Salary,320578,Employee,Yes,192,5,16028.9
Interest,423003,Company,No,194A,20,84600.6
Professional,122688,Individual,Yes,194J,10,12268.8
Professional,362185,Company,No,194J,20,72437.0
Contractor,215706,Company,Yes,194C,1,2157.06
Salary,30580,Employee,No,192,20,6116.0
Contractor,307824,Individual,No,194C,20,61564.8
Interest,349539,Company,No,194A,20,69907.8
Salary,224728,Employee,Yes,192,5,11236.4
Rent,371262,Individual,No,194I,20,74252.4
Contractor,161109,Individual,No,194C,20,32221.8
Professional,327210,Company,No,194J,20,65442.0
Salary,82224,Employee,No,192,20,16444.8
Contractor,464948,Company,Yes,194C,2,9298.96
Salary,484398,Employee,Yes,192,30,145319.4
Contractor,429812,Company,Yes,194C,1,4298.12
Professional,404747,Individual,Yes,194J,10,40474.7
Contractor,256557,Company,Yes,194C,1,2565.57
Professional,150831,Company,Yes,194J,10,15083.1
Contractor,118725,Company,Yes,194C,1,1187.25
Interest,430872,Individual,Yes,194A,10,43087.2
Professional,215928,Company,Yes,194J,10,21592.8
Salary,405953,Employee,Yes,192,10,40595.3
Interest,332140,Company,Yes,194A,10,33214.0
Interest,125685,Company,No,194A,20,25137.0
Interest,218552,Individual,No,194A,20,43710.4
Interest,161738,Individual,No,194A,20,32347.6
Salary,274232,Employee,Yes,192,20,54846.4
Contractor,161816,Individual,No,194C,20,32363.2
Interest,420554,Individual,Yes,194A,10,42055.4
Interest,75888,Individual,Yes,194A,10,7588.8
Professional,458592,Individual,No,194J,20,91718.4
Rent,467821,Company,No,194I,20,93564.2
Rent,73726,Company,Yes,194I,10,7372.6
Contractor,225475,Individual,No,194C,20,45095.0
Contractor,345439,Individual,No,194C,20,69087.8
Contractor,168437,Individual,No,194C,20,33687.4
Interest,49619,Company,No,194A,20,9923.8
Professional,461876,Company,Yes,194J,10,46187.6
Rent,61269,Individual,No,194I,20,12253.8
Interest,62406,Individual,No,194A,20,12481.2
Contractor,466065,Company,No,194C,20,93213.0
Interest,178184,Individual,Yes,194A,10,17818.4
Professional,85816,Company,Yes,194J,10,8581.6
Salary,224500,Employee,Yes,192,5,11225.0
Professional,308476,Individual,No,194J,20,61695.2
Interest,106706,Company,No,194A,20,21341.2
Rent,217062,Company,Yes,194I,10,21706.2
Interest,172527,Company,No,194A,20,34505.4
Interest,85319,Individual,Yes,194A,10,8531.9
Contractor,338411,Company,Yes,194C,2,6768.22
Contractor,218360,Company,Yes,194C,2,4367.2
Contractor,115230,Company,No,194C,20,23046.0
Interest,437956,Individual,Yes,194A,10,43795.6
Interest,243769,Individual,No,194A,20,48753.8
Rent,484353,Company,No,194I,20,96870.6
Salary,323501,Employee,Yes,192,5,16175.05
Professional,90726,Individual,Yes,194J,10,9072.6
Rent,430093,Company,No,194I,20,86018.6
Salary,78507,Employee,Yes,192,5,3925.35
Rent,362416,Individual,Yes,194I,10,36241.6
Professional,431792,Individual,No,194J,20,86358.4
Professional,38942,Company,Yes,194J,10,3894.2
Interest,143370,Company,Yes,194A,10,14337.0
Interest,319070,Individual,No,194A,20,63814.0
Interest,480745,Individual,Yes,194A,10,48074.5
Contractor,51241,Company,No,194C,20,10248.2
Salary,183229,Employee,Yes,192,10,18322.9
Professional,430345,Individual,Yes,194J,10,43034.5
Interest,164035,Company,No,194A,20,32807.0
Rent,484966,Company,Yes,194I,10,48496.6
Salary,93325,Employee,No,192,20,18665.0
Salary,458563,Employee,Yes,192,10,45856.3
Professional,427633,Company,Yes,194J,10,42763.3
Rent,24578,Company,No,194I,20,4915.6
Rent,91316,Company,Yes,194I,10,9131.6
Professional,135618,Company,No,194J,20,27123.6
Salary,288567,Employee,Yes,192,20,57713.4
Interest,210124,Individual,No,194A,20,42024.8
Professional,388517,Individual,No,194J,20,77703.4
Interest,104761,Company,No,194A,20,20952.2
Salary,410327,Employee,No,192,20,82065.4
Interest,493430,Individual,No,194A,20,98686.0
Interest,217035,Individual,No,194A,20,43407.0
Salary,300593,Employee,No,192,20,60118.6
Professional,459743,Company,No,194J,20,91948.6
Salary,338191,Employee,Yes,192,30,101457.3
Salary,49484,Employee,Yes,192,10,4948.4
Interest,123617,Company,No,194A,20,24723.4
Rent,352690,Company,No,194I,20,70538.0
Contractor,329145,Individual,No,194C,20,65829.0
Contractor,293368,Individual,Yes,194C,1,2933.68
Contractor,30266,Individual,No,194C,20,6053.2
Salary,195100,Employee,Yes,192,10,19510.0
Contractor,148067,Company,Yes,194C,2,2961.34
Contractor,297807,Company,No,194C,20,59561.4
Contractor,388388,Individual,Yes,194C,1,3883.88
Salary,210953,Employee,No,192,20,42190.6
Interest,346191,Individual,No,194A,20,69238.2
Salary,237276,Employee,No,192,20,47455.2
Professional,247767,Company,Yes,194J,10,24776.7
Salary,282143,Employee,Yes,192,30,84642.9
Contractor,216264,Company,No,194C,20,43252.8
Rent,201540,Company,Yes,194I,10,20154.0
Interest,291303,Company,Yes,194A,10,29130.3
Professional,260028,Individual,No,194J,20,52005.6
Salary,107160,Employee,No,192,20,21432.0
Salary,457066,Employee,Yes,192,20,91413.2
Interest,116241,Company,No,194A,20,23248.2
Interest,333610,Individual,Yes,194A,10,33361.0
